appid	name	release_date	english	developer	publisher	categories	genres	price
854950	Not Without You	2018-08-14	1	Adventure Beard	Burnout Game Ventures	Single-player	Casual;Indie	1.69
855010	270 | Two Seventy US Election	2018-05-31	1	Political Games LLC	Political Games LLC	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;In-App Purchases	Strategy	0
855030	Balloon Strike	2018-05-18	1	Yash Future Tech Solutions Pvt Ltd	Yash Future Tech Solutions Pvt Ltd	Single-player;Steam Achievements;Partial Controller Support	Adventure;Casual;Indie	2.09
855050	Thunderbolt 2	2018-05-10	1	LillyWelland inc.	Bitlock Studio	Single-player	Casual	0.79
855100	Stop! Dictator Kim Jong-un	2018-05-10	1	zoocros	zoocros	Single-player;Steam Achievements	Action;Indie;Simulation	0.79
855160	VTree Beach Volleyball	2018-05-19	1	VTree LLC	VTree LLC	Single-player;Online Multi-Player;Steam Achievements;Full controller support;Stats	Casual;Simulation;Sports	2.09
855190	The Subject	2018-11-30	1	DarkStone Digital	DarkStone Digital	Single-player;Steam Achievements;Partial Controller Support	Indie	7.19
855320	18 Floors	2018-07-04	1	Aoga Tech	Winking Skywalker	Single-player;Steam Achievements	Adventure;Casual;Indie	11.39
855480	Digital Dungeon	2018-05-25	1	Real Fighting	Real Fighting	Single-player;Steam Achievements	Action;Indie;Strategy	3.99
855490	Fury Race	2018-05-16	1	Speedspark Studio	Speedspark Studio	Single-player;Steam Achievements	Action;Racing	4.79
855510	VOiD	2019-02-19	1	Retro Gears	Retro Gears	Single-player;Steam Achievements;Full controller support	Indie	12.39
855530	New Ice York	2018-07-04	1	magicdweedoo	magicdweedoo	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Nudity;Violent;Adventure;Indie;RPG	7.19
855580	Ahlman Arcade 2018	2018-08-11	1	Team in Time	Ahlman Game Studio	Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support	Action;Adventure;Casual;Free to Play;Indie;Racing;RPG;Simulation;Sports	0
855620	Asteroid Deathmatch	2019-01-31	1	Eager Amoeba	Eager Amoeba	Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards	Action;Casual;Indie	1.69
855630	Zeliria Sanctuary	2019-01-06	1	Salangan Games	Salangan Games	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Adventure;Indie	7.19
855640	My Brother Rabbit	2018-09-21	1	Artifex Mundi	Artifex Mundi	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Adventure;Casual;Indie	11.39
855650	TRIGGER	2018-06-16	1	L??o-Paul LACHARTRE	L??o-Paul LACHARTRE	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support	Action;Racing	5
855670	????????????	2018-06-01	1	Wu Zhang	Wu Zhang	Single-player	Adventure;Casual;Indie;Strategy	2.09
855700	Trippy Jump	2018-05-23	1	Semi Sa??lam	Semi Sa??lam	Single-player;Steam Achievements	Casual;Indie;Racing	1.69
855730	Plants	2018-06-05	1	Rogerty	Rogerty	Single-player;Steam Achievements	Casual;Indie	1.69
855760	Sweet Treats	2018-07-17	1	RedZone Studios LLC	RedZone Studios LLC	Single-player;Steam Achievements	Adventure;Casual	7.19
855800	Trek: Travel Around the World	2018-07-13	1	Minority Media	Minority Media	Single-player	Adventure;Casual;Indie;Simulation	6.19
855850	Space Elite Force	2018-05-17	1	Moraes Studio	Moraes Studio	Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards	Action;Casual;Indie	0.79
855860	Superfighters Deluxe	2018-11-30	1	MythoLogic Interactive	MythoLogic Interactive	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Workshop;Includes level editor	Action;Indie	7.5
855970	Vixens From Outer Space	2019-01-06	1	Domus ludus	Domus ludus	Single-player;Steam Achievements	Action;Indie;Early Access	5.99
855980	TD Ultimate (Restocked)	2018-05-21	1	dev4play	dev4ent	Single-player	Casual;Indie	1.69
856010	National Machine	2018-06-29	1	Eric Sun	Eric Sun	Single-player	Indie;Simulation;Strategy;Early Access	11.39
856040	Chameleon Man	2018-07-31	1	Softzen	Softzen	Single-player;Steam Achievements;Steam Cloud	Indie	1.69
856060	????????????-Butterfly dream shadow	2019-02-02	0	????????????	????????????	Single-player;Steam Achievements	Casual	2.09
856080	Mind Labyrinth VR Dreams	2018-10-14	1	Frost Earth Studio	OXYGENE MEDIA	Single-player;Steam Achievements	Adventure	19.49
856100	Little Comet	2018-12-14	1	Outgunned Games	Outgunned Games	Single-player	Casual;Indie;Sports	2.89
856110	Antisnake	2018-05-29	1	Unrea	Unrea	Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Includes level editor	Action;Indie;Early Access	2.09
856120	Next 4	2018-06-01	1	Pirotexnik	Pirotexnik	Single-player;Steam Achievements	Casual;Indie	0.79
856130	Dark SASI	2018-05-18	1	Narko Games	Narko Games	Single-player;Steam Achievements;Partial Controller Support	Action;Adventure;Indie;RPG;Simulation;Sports;Strategy	5.19
856160	STAR BARON ?€? VR BEAST COMBAT GAME	2018-07-07	1	Timecode DS Ltd.	Timecode DS Ltd.	Single-player	Violent;Action;Early Access	6.99
856170	Exo TD	2018-08-02	1	Virtual Classic Studio	Virtual Classic Studio	Single-player	Action;Casual;Indie;Simulation;Strategy;Early Access	15.49
856190	Metori	2019-04-03	1	Enemby Games	Enemby Games	Single-player	Action;Indie;Strategy	3.99
856220	DON'T DIE!	2018-05-21	1	Dudarev Alexandr Vladimirovich	Deklazon	Single-player	Action;Adventure;Casual;Indie;Strategy;Early Access	2.09
856240	Total Singu	2018-06-13	1	xRANDBOx	xRANDBOx	Single-player	Indie	2.09
856260	100 Chests	2018-06-15	1	William Brown	William Brown	Single-player	Adventure;Casual	2.09
856270	Draid	2019-02-01	1	Bullet Bears	Bullet Bears	Single-player;Steam Cloud	Adventure;Indie;Early Access	7.19
856300	Disc Golf VR	2018-05-28	1	Jack Burke;Ben Hartnett;William Wright;John Greim	William Wright	Single-player	Casual;Free to Play;Indie;Simulation;Sports;Early Access	0
856310	Seul (Alone): The entr??e	2018-08-30	1	Paranormal Games	Paranormal Games	Single-player	Adventure;Indie;RPG	2.09
856320	The Road Trip	2018-05-26	1	Red Sky Studios	Red Sky Studios	Single-player;Partial Controller Support	Violent;Gore;Action;Adventure;Casual;Indie;Racing	3.99
856350	15 seconds	2018-05-31	1	Studio48	Studio48	Single-player	Action;Indie	0.79
856370	One-Way Ticket  / ?????????	2018-10-24	0	Light & Digital Technology	Zodiac Interactive;HeyBox Interactive	Single-player;Steam Achievements	Casual;Indie;RPG	3.99
856380	Cartoonway : Mini Cars	2018-05-18	1	Speedspark Studio	Speedspark Studio	Single-player;Steam Achievements	Indie;Racing	3.99
856390	Apex Hunters	2018-07-16	1	Team CPRC	Theine Dreams	Single-player;Online Multi-Player;Online Co-op	Action;Indie;Early Access	11.39
856400	Stalker Crab Simulator	2018-05-29	1	Night Dreams Studio	Night Dreams Studio	Single-player;Steam Achievements	Adventure;Indie	5.19
856410	Longest Monday: Unveiling	2018-05-30	1	Gamenesis	Gamenesis	Single-player;Steam Achievements	Casual;Indie	3.99
856420	Glow Ball - Not A Billiard Puzzle Game	2018-05-18	1	WTFOMGames	WTFOMGames	Single-player	Casual;Indie	2.89
856430	Pinball 2018	2018-05-18	1	Bullid Games	Bullid Games	Single-player;Steam Achievements;Steam Leaderboards	Casual;Indie	1.69
856440	Cube - The Jumper	2018-05-15	1	DZEJK	Garage Games	Single-player;Steam Achievements	Adventure;Casual;Indie	1.69
856450	A Story of a Band	2018-06-19	1	Hot Byte Games	Hot Byte Games	Single-player;Steam Achievements;Steam Cloud	Indie;Simulation;Strategy	3.99
856490	Falling words	2018-05-16	1	Mikhail Melnikov	Mikhail Melnikov	Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Indie;Simulation	0.79
856500	DeFaster	2018-05-15	0	Nekyau Games	 Nekyau	Single-player	Action;Casual;Indie	0.79
856510	Click.O.Fast	2018-05-15	0	Nekyau Games	 Nekyau	Single-player	Action;Casual;Indie	0.79
856540	Super Dangerous Dungeons	2018-07-02	1	Adventure Islands	Adventure Islands	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards	Action;Adventure;Indie	3.99
856550	Stabby Machine	2018-07-31	1	Challenge Yourself Gaming	Challenge Yourself Productions	Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Action;Indie;Strategy	1.69
856560	Black Roses	2018-05-28	1	Naughty Squirrels	Naughty Squirrels	Single-player	Action;Adventure;Casual;Indie;RPG	0.79
856580	Boo Boo Bananas	2018-05-29	1	Mage Journey	Flying Baby Productions	Local Multi-Player;Shared/Split Screen;Partial Controller Support;Includes level editor	Action;Indie	2.89
856600	Fur the Game	2019-01-03	1	Fur Dev Team	Fur Dev Team	Single-player;Partial Controller Support	Adventure;Casual;Indie	0
856610	Beacon	2019-02-27	1	Monothetic LLC	Monothetic LLC	Single-player;Partial Controller Support	Action;Indie;Early Access	14.99
856620	V?????? / V-Katsu	2018-08-01	0	IVR	IVR	Single-player;Partial Controller Support	Free to Play;Early Access	0
856650	Pylon Racer	2019-02-21	1	Johan Hammes	Johan Hammes	Single-player;Partial Controller Support;Steam Leaderboards	Indie;Racing;Simulation;Early Access	3.99
856670	Present for Manager	2019-01-22	1	Three Sea Rocks	Three Sea Rocks	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer	Casual;Indie	2.09
856730	ARENA 8	2018-05-16	1	Artur Rezende	Artur Rezende	Single-player	Action;Casual;Indie	0.79
856750	Metanoia	2018-05-23	1	Yan Dawid	Yan Dawid	Single-player;Partial Controller Support	Action;Adventure;Casual;Indie;Early Access	2.09
856760	Gachi Gang	2018-05-27	1	Nikita 'Ghost_RUS'	Ghost_RUS Games	Single-player;Steam Achievements	Nudity;Adventure;Casual;Indie	0.79
856770	Hokan: Monster Slayer	2018-07-25	1	Kinox Studios LLC	Kinox Studios LLC	Single-player	Action;Indie	0.79
856790	Export Simulator	2018-07-06	1	ZovGame	Errigar Games	Single-player	Indie;Simulation;Strategy	2.89
856880	Fighting Fantasy Classics	2018-06-05	1	Tin Man Games	Tin Man Games	Single-player;Steam Achievements;In-App Purchases	Free to Play;Indie;RPG	0
856980	7-in-1 Brain Sharpness Bundle	2018-05-17	1	ALEKSANDER CHEPAIKIN	ALEKSANDER CHEPAIKIN	Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Indie	10.29
857010	HUBE: Seeker of Achievements	2018-05-16	1	AFBIK Studio	AFBIK Studio	Single-player;Steam Achievements	Action;Adventure;Casual;Indie	0.79
857020	Putinoids VS Navalnyats - ?????????????????? ???€???????? ??????????????????	2018-05-16	1	Nikita 'Ghost_RUS'	Ghost_RUS Games	Single-player;Steam Achievements	Action;Adventure;Casual;Indie	0.79
857050	Casual Penalty	2018-05-16	1	CasGames	CasGames	Single-player;Steam Achievements	Casual;Simulation;Sports	0.79
857080	Escape from the Princess	2018-09-17	1	Salamandra88	7DOTS	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Adventure;Casual;Indie	5.79
857110	SPACE BLASTER 8 BIT	2018-05-16	1	Dead Crow	Dead Crow	Single-player;Local Co-op;Steam Achievements	Action;Casual;Indie	0.79
857130	Evolution	2018-06-03	1	D1ONE	D1ONE	Single-player	Casual	2.89
857140	Snake, snake, snake!	2018-05-18	1	GrowFall Studios	GrowFall Studios	Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements	Action;Casual;Indie	1.69
857160	Light Cube	2018-05-17	1	Nekyau Games	Nekyau	Single-player	Action;Adventure;Casual;Indie	0.79
857180	The Cooking Game VR	2018-07-13	1	Play Spirit Limited	Play Spirit Limited	Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards	Casual;Indie;Simulation;Early Access	11.39
857240	The Prison Experiment: Battle Royale	2018-06-01	1	Aerolab Studios LTD	Aerolab Studios LTD	Multi-player;Online Multi-Player;MMO	Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access	2.09
857300	Korvux - Chapter 1	2019-03-15	1	Korvux.pro	YWP	Single-player;Steam Achievements;Steam Cloud	Adventure;Indie;RPG	1.69
857320	SRPG Studio	2018-08-20	1	SapphireSoft	SapphireSoft	Steam Workshop	Design & Illustration;Utilities;Game Development	46.49
857330	Trainiac	2018-05-28	1	Max Grindeb??ck	Max Grindeb??ck	Single-player;Steam Achievements;Steam Leaderboards	Action;Indie;Strategy	2.09
857340	RKN - Roskomnadzor Banned Internet	2018-05-17	1	Nekyau Games	Nekyau	Single-player	Action;Casual;Indie	0.79
857370	The Entity	2018-07-02	1	Ragdoll Inc	Ragdoll Inc	Single-player;Steam Achievements;Partial Controller Support	Action;Casual;Indie;Strategy	3.99
857410	Red Spider3: A Heroine Never Dies	2018-05-21	0	studio wasp	studio wasp	Single-player	Adventure	0
857420	Just Beat Em Up : World of Fury	2018-08-30	1	Zudenan Digital	Zudenan Digital	Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support	Action;Indie	5.19
857450	ISLAND	2018-08-23	1	Frontwing	Frontwing USA	Single-player;Steam Trading Cards;Steam Cloud	Adventure;Casual	30.99
857460	??€kashicforce	2019-03-29	1	Endless Shirafu	Fruitbat Factory	Single-player;Multi-player;Shared/Split Screen;Partial Controller Support;Steam Cloud	Action;Indie	10.29
857470	NEKOKORO	2018-08-16	1	Miko??aj Spycha??	Miko??aj Spycha??	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Adventure;Casual;Indie;Simulation	3.99
857480	Seirei	2019-03-20	1	zoocros	zoocros	Single-player;Steam Achievements	Indie;Simulation	1.69
857500	BLACK BIRD	2018-10-30	1	Onion Games	Onion Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards	Action;Indie	14.99
857510	Knife Flipping	2018-07-09	1	RewindApp	RewindApp	Single-player	Casual;Indie	0.79
857520	Degrees	2018-05-18	1	GiBar	 RoBot	Single-player;Online Co-op;Steam Achievements;Partial Controller Support	Racing	0.79
857570	World of Feudal	2018-06-15	1	ImperiumGame	ImperiumGame	Single-player;Steam Achievements	Indie;RPG;Simulation;Strategy	1.69
857600	Fight the Horror	2019-04-09	1	4DMACAU	4DMACAU	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support	Action;Indie	19.49
857680	Catan VR	2018-06-13	1	Experiment 7	Experiment 7	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer	Simulation;Strategy	11.39
857690	Lagoon Lounge : The Poisonous Fountain	2018-07-05	1	KAIJYU-09	KAIJYU-09	Single-player	Sexual Content;Nudity;Adventure;Casual;Indie;Simulation	10.99
857700	ZombieHunterZ	2018-05-25	1	crowgames	crowgames	Single-player	Violent;Action;Casual;Indie;Simulation	4.79
857710	Fallen Bird	2018-05-24	1	JY Games	JY Games	Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Action;Indie	3.99
857740	Ludicrous Speed	2018-06-05	1	Manic Machine	Manic Machine	Single-player;Steam Cloud	Action;Indie;Racing;Early Access	5.99
857770	The Risers	2018-05-24	1	Ignacio Medina;Santiago Medina	Ignacio Medina;Santiago Medina	Single-player	Action;Indie	4.79
857790	Gravitycers	2018-05-29	1	Cersgame Studios	Firehawk Studios	Single-player	Adventure;Casual;Indie;Racing	3.99
857800	Rocketcers	2018-05-29	1	Cersgame Studios	Firehawk Studios	Single-player	Adventure;Casual;Indie	3.99
857820	Colorcers	2018-05-29	1	Cersgame Studios	Firehawk Studios	Single-player	Adventure;Casual;Indie;Racing	0.79
857840	Jamping	2018-05-31	1	One Dollar Games	Firehawk Studios	Single-player	Action;Adventure;Casual;Indie;Early Access	0.79
857850	Dwarf Defense	2018-05-28	1	Heavy Safe Studios	Heavy Safe Studios	Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Stats;Steam Leaderboards	Action;Adventure;Indie;Strategy;Early Access	3.99
857860	Planetary Settlers	2018-05-30	1	Leveler Games	Leveler Games	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Adventure;Indie;Early Access	5.79
857890	RuneTech	2018-05-01	1	James Conrad;Micah Sigmund;Meaghann LeBleu	Hyaloid Games	Single-player	Action;Adventure;Indie;RPG;Strategy;Early Access	3.99
857900	Huge Enemy - Worldbreakers	2018-09-07	1	Huge Enemy Production	Plug In Digital	Single-player;Steam Achievements;Full controller support;Steam Leaderboards	Action;Indie	7.19
857940	Nature Calls	2018-08-17	1	KX Games	KX games	Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards	Action;Casual;Indie	5.19
857950	Incredible Mandy	2018-11-26	1	Dotoyou Games	Dotoyou Games	Single-player;Steam Achievements;Full controller support;Steam Cloud	Adventure;Indie	11.39
858010	EnchantedGirl - ?????????????????????	2019-02-04	0	Shenzhen zhengyilong technology co. LTD.	Shenzhen zhengyilong technology co. LTD.	Single-player	Adventure;Casual;RPG;Simulation	12.39
858040	Sudoku Jigsaw / ????????????	2018-09-13	1	Konstructors Entertainment	Konstructors Entertainment	Single-player;Steam Achievements;Steam Cloud	Casual;Indie;Strategy	1.69
858050	The Rose of Segunda	2018-05-30	1	Blackcross & Taylor	Blackcross & Taylor	Single-player	Indie;Simulation	6.99
858060	Idle Heist	2018-06-08	1	ChimpLabs	ChimpLabs	Single-player;Steam Achievements;In-App Purchases;Steam Cloud;Stats	Action;Adventure;Casual;Free to Play;Indie;RPG;Strategy	0
858080	Spoorky	2018-11-08	1	GuGames Development	GuGames Development	Single-player;Steam Achievements;Partial Controller Support;Stats;Includes level editor	Action;Adventure;Casual;Indie	6.99
858100	Grimshade	2019-03-26	1	TALEROCK	 Asterion Games	Single-player;Steam Achievements	Indie;RPG	15.99
858170	The Last Train	2018-10-10	1	Smash Game Studios	Smash Game Studios	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards	Adventure;Indie;RPG;Simulation;Strategy	7.19
858180	Adventures of Mike	2018-05-24	1	Polina Medyanik	 Polina Medyanik	Single-player;Steam Achievements	Casual;Indie	0.79
858210	Nova Drift	2019-03-27	1	Chimeric	Pixeljam	Single-player;Steam Achievements;Full controller support;Steam Leaderboards	Action;Indie;Early Access	11.39
858250	Tainted Fate	2018-05-28	1	Delta Reality;Misfit Village	Delta Reality;Misfit Village	Single-player	Action;Adventure;Indie;Early Access	11.39
858320	Itsy Blitzy	2018-09-19	1	Minty Soul Games	Minty Soul Games	Single-player;Full controller support;Steam Cloud	Action;Indie	7.19
858360	The Initiate 2: The First Interviews	2018-10-16	1	Deceptive Games Ltd.	Deceptive Games Ltd.	Single-player;Steam Achievements	Action;Adventure;Indie	13.99
858370	Mad Dagger 2	2018-05-18	1	vadimalexepta	vadimalexepta	Single-player;Steam Achievements	Action;Adventure;Casual;Indie	0.79
858380	Expedia Cenote VR	2018-10-01	1	Jae Lake;Gloria Hsieh;Emily Gjertsson;Rachel Ye;Morgan Graham	Expedia	Single-player	Adventure;Casual;Free to Play	0
858410	Black Bart	2018-05-28	1	Parmenion Games	Parmenion Games	Single-player	Adventure;Casual;Indie	0.79
858420	Trivia Vault: Business Trivia	2018-05-17	1	Ripknot Systems	Ripknot Systems	Single-player;Steam Achievements	Action;Casual;Simulation	9.99
